objectid,cdmid,title,interviewee,interviewer,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,fileid,collectionid
tchp586,586,"Morris McCollum, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-05transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp587,587,"Morris McCollum, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-05interview,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp588,588,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2015-05bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp589,589,Morris McCollum: Tacoma's Hilltop Community Icon,"McCollum, Morris","Robinson, Jaynetha",2015,"Mr. Morris McCollum, ""Mr. Mac"" as he affectionately known, is one of Tacoma's most respected business and community leaders. He is certainly one of the longest lasting. Shortly after arriving in Tacoma in 1957 Mr. McCollum purchased the K Street Department Store which was located on the corner of 12th and K. He operated the store for several years. At the time the K Street business sector, one of the city's twelve business districts, was second only to downtown Tacoma in terms of business activity. Businesses such as hardware stores, banks, small department stores, appliance dealers, butchers, markets, cleaners, clothing stores, and restaurants lined the streets. In 1960, he moved to 11th and Broadway and opened what to become the quintessential men's store ""Mac the Knife,"" later shortened to ""Mr. Mac's."" At the time the Tacoma business district was being adversely affected by the building of the Tacoma Mall which would, after its completion, lure many of the surrounding businesses to it. Mr. Mac stayed, however, and became president of the K Street Booster Club, an organization dedicated to promoting the interests of small family owned businesses and the community that surrounded them. In addition to having an active interest in the business community Mr. McCollum also became dedicated to the areas youths and his interests in sports, boxing in particular, lead him to becoming involved with the Tacoma Athletic Commission, eventually becoming its president in 1978. Recognized by the city of Tacoma with the 2004 Martin Luther King Jr. award Mr. McCollum remains a leading figure.",,United States - Washington (State) - Tacoma,,,University of Washington Tacoma Community History Project,chp2015-05,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp590,590,"Joshua Wright, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-06essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp591,591,"Peter Marsh, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-06transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp592,592,"Peter Marsh, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-06interview,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp593,593,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2015-06bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp594,594,Upholding the Hippocratic Oath: A Story of Medicine in Tacoma and its Fight Against AIDS,"Marsh, Peter","Wright, Joshua",2015,"From the very beginning, Tacoma was met with illness in the form of typhoid. Disease would continue to wage war against the residents of the City of Destiny until the Fannie C. Paddock Memorial Hospital and St. Joseph Hospital were built in 1882 and 1891, respectively. Both organizations developed meaningful relationships with their community and ignited a behind-the-scenes competition which would benefit both patient and physician. Almost 100 years later, Tacoma was cared for predominantly by primary care physicians. It had just started to see an influx of medical specialists via Madigan Army Medical Center when the city was hit by HIV in 1983. With no effective cure at the time, Tacoma did its best to cope with the disease and its associated complications, and the infectious disease specialists were on the forefront. One of these few physicians was Dr. Peter Marsh. Born in  Chicago in 1949, he was inspired to become a doctor as a young boy by the Dr. Kildare film series. Arriving in Tacoma in 1981, he would find himself in the middle of handling the AIDS epidemic, supporting patients as best as he could before they succumbed to the disease; that is, until the introduction of antiretroviral medications. Now able to effectively cure patients, Dr. Marsh found new life in his work and continued to serve his community until retirement in 2015. With the epidemic under control, Tacoma still utilizes what it learned from that chaotic era to stand prepared for anything thrown its way.",,United States - Washington (State) - Tacoma,,,University of Washington Tacoma Community History Project,chp2015-06,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp595,595,"Thanh Huynh, portrait",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-07portrait,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp596,596,"Nhung Huynh, portrait",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-07portrait,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp597,597,"Jennifer Nguyuen, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-07essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp598,598,"Thanh Huynh, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-07transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp599,599,"Thanh Huynh, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-07interview,Sound,mp,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp600,600,"Nhung Huynh, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-07transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp601,601,"Nhung Huynh, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-07interview,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp602,602,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2015-07bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp603,603,"Blood, Sweat, and Tears: Nhung and Thanh Huynh's Oral History","Huynh, Nhung; Huynh, Thanh","Nguyen, Jennifer",2015,"In 1973 the war in Vietnam had ended for the United States and by 1975 the Vietnam War had effectively ended altogether. Following the end Vietnam War, the life of the South Vietnamese people would be disrupted and the new regime in Vietnam would implement harsh new laws and regulations against the South Vietnamese population to stabilize the new government. The chaos towards the end of the Vietnam War led to the United States to accept large numbers of Vietnamese refugees into the country. Did the United States do enough to help the refugees, or did their concerns go unheard? The purpose of this oral history project is to gain thoughtful information about the perspectives of Vietnamese refugees and their trials and tribulations during their voyage to freedom and once they arrived to America. This oral history project includes personal stories of Nhung Huynh and Thanh Huynh's refugees escaping on boat and their lives while waiting to resettle in America.",,"Vietnam, Northern; Vietnam, Southern; United States",,,University of Washington Tacoma Community History Project,chp2015-07,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp604,604,"Jack McQuade, portrait",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-08portrait,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp605,605,"Alex Jaber, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-08essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp606,606,"Jack McQuade, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-08transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp607,607,"Jack McQuade, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-08interview,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp608,608,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2015-08bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp609,609,Jack McQuade: Renewal of Historic Swiss Pub Coincides with Growth of the University of Washington Tacoma,"McQuade, Jack","Jaber, Alex",2015,"This project is comprised of an oral interview, recorded and transcribed, with Mr. Jack McQuade, co-owner of The Swiss pub, located at 1904 Jefferson Avenue, Tacoma, WA. The research paper investigates the factors involved when Mr. McQuade started this business during the early 1990's, as well as, examining how this  helped revitalize and preserve the south downtown Tacoma setting on the UW Tacoma campus. The Swiss is a first-rate location for inspection due to its existence for over 100 years. Mr. McQuade has been the owner for as long as UW's 46 acre downtown campus has been in existence, his insight provides invaluable perspective on the transition over last 25 years of both the campus and his business in relation to one another.",,United States - Washington (State) - Tacoma,,,University of Washington Tacoma Community History Project,chp2015-08,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp610,610,"Eric Rader, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-09essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp611,611,"Floyd Olson, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-09transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp612,612,"Floyd Olson, audio1",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-09audio01,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp613,613,"Floyd Olson, audio2",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-09audio02,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp614,614,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2015-09bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp615,615,South Tacoma Then and Now,"Olson, Floyd","Rader, Eric",2015,"The purpose of this oral history was to interview Floyd Olson in order to capture his perspective and memories as they pertain to the South Tacoma Business District and how it was transformed due to the construction of I-5 and the Tacoma Mall. Mr. Olson is a lifelong South Tacoma resident and has vivid memories of the time both before and after I-5 and the Mall. As of yet the Tacoma Community History Project has no oral history pertaining to South Tacoma; thus it is an aim of this project to resolve that omission. The methodology used was a personal interview with Mr. Olson using pre-conceived, open-ended questions based on prior research. The interview was conducted in such a manner so as to be as respectful to Mr. Olson while at the same time keeping the focus of the interview on the changes and history of South Tacoma. The results of the interview show that indeed prior to I-5 and the Mall the South Tacoma Business District was a thriving, wholesome area that catered to the everyday needs of the surrounding residents. However, the completions of I-5 and the Mall undoubtedly altered the atmosphere of the area; Mr. Olson can attest to these changes. The implications of this oral history are in laying the foundation for future studies on South Tacoma.",,United States - Washington (State) - Tacoma,,,University of Washington Tacoma Community History Project,chp2015-09,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp616,616,"Miguel Douglas, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2015-03essay,Text;,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp617,617,"Karin Crelling, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-01_essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp618,618,"Gary Emmons, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-01_transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp619,619,"Gary Emmons, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-01_interview,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp620,620,"Karin Crelling, appendix",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-01_appendix,Text; Images,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp621,621,Telegrapher for the Northern Pacific Railway in Tacoma,"Emmons, Gary","Crelling, Karin",2017,"Gary Emmons was in a unique position in the 1960s, working for the Northern Pacific Railway as a telegrapher. He was witness to the change from manpower to computers. The telegraph station at McCarver Street in Tacoma, Washington was one of the most important stations in the area. Trains would not leave Tacoma, unless they had received their instructions from this station. This paper will provide a brief history of not just the McCarver Street station, and how it operated, but also other institutions, that were intricately connected to the Northern Pacific Railway here in Tacoma; institutions such as McKinley Hill Hospital, the Great Tacoma Shops, Union Station and, very briefly, the decline and the revival of downtown Tacoma and the restoration of Union Station, as well as the present campus of the University of Washington, Tacoma. This research will cover a span from approximately 1910 to 2000 and follows loosely the interview conducted with Col. Gary Emmons, USAF, Ret.",xyz,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2017-01,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp622,622,"Katherine Jennison, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-02_essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp623,623,"Willie Stewart, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-02_interview1,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp624,624,"Willie Stewart, transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-02_transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp625,625,"Willie Stewart, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-02_interview2,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp626,626,"Willie Stewart, transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-02_transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp627,627,Project Bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2017-02_bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp628,628,"Willie Stewart, appendix",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-02_appendix,Images,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp629,629,When Races Collide: Willie Stewart and the Voluntary Desegregation of Tacoma Public Schools,"Stewart, Willie","Jennison, Katherine L.",2017,"On the heels of the Brown v. Board of Education decision and the Civil Rights Act of 1964, the Tacoma School District took voluntary measures to desegregate a select number of schools with high non-white enrollment. The district superintendent, Dr. Angelo Giaudrone, drew attention to the de facto segregation, and primarily focused on two elementary schools: Stanley Elementary, with a black population of 64 percent and McCarver Elementary, with a black population of 84 percent. In 1963, a subcommittee was formed to analyze and study the de facto segregation and provide recommendations for potential solutions. On July 8, 1966, a plan was announced by the school board for an optional enrollment program that relied on closing McCarver Junior High and to provide limited open enrollment to students affected by the closing. The district hired its first black principal, Willie Stewart, in 1970 in order to bridge the divide between the school district and the black community. Stewart led the summer counseling program to work with families on the transition between the closing of their neighborhood school and their new school of their choice. According to the United States Commission on Civil Rights a decade later, the summer counseling program was pivotal to the success of the voluntary desegregation program in the Tacoma School District.",xyz,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2017-02,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp630,630,"Laurie Arnold, portrait",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-03_portrait,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp631,631,"TeyAnjulee Leon, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-03_essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp632,632,"Laurie Arnold, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-03_transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp633,633,"Laurie Arnold, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-03_interview,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp634,634,Project Bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2017-03_bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp635,635,Perspectives on Tacoma School Desegregation: From Wallflower to Rabble Rouser,"Arnold, Laurie","Leon, TeyAnjulee",2017,"The child of left leaning social activists, Laurie Arnold grew up during a time of great change in the country and the Tacoma community. The same year Laurie started first grade, McCarver Elementary in Tacoma became the first magnet school in the country and began the desegregation process of Tacoma Public Schools. Though Laurie only attended through fifth grade, her experiences there lasted a lifetime. Throughout her educational journey, Laurie attended many schools, and the one that remained clearest in her memory was McCarver. One of her fondest memories was Friday Activities, and she could still recall the teachers she had as well which teams she belonged to. Laurie lived in Hilltop most of her childhood and only spent about seven or eight years away before returning home to Tacoma for good. In that time, she lived and attended schools in Seattle until age fourteen. Roughly a month into her ninth grade year, Laurie dropped out of school and moved to Florida until age seventeen. Upon her return, Laurie completed her GED, Associate�s, Bachelor�s, and Master�s degrees all in the South Puget Sound region. She taught at the Tacoma Urban League for many years before she found her way to Bates Technical College where she currently works. Laurie continues to serve the Tacoma community and is a proud Hilltop native.",xyz,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2017-03,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp640,640,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2017-04_bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp642,642,"Rachael Williamson, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-06_essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp643,643,"Nancy Shippentower-Games, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-06_transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp644,644,"Nancy Shippentower-Games, interview",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-06_interview,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp645,645,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2017-06_bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp646,646,Still Fighting after All These Years: A Puyallup Tribal Member's Perspective,"Shippentower-Games, Nancy","Williamson, Rachael",2017,"Nancy Shippentower-Games is a member of the Puyallup Tribe in Washington State. Nancy's parents are Donald and Janet McCloud. She has seven siblings and grew up on the banks of the Nisqually River and Puyallup Rivers and currently resides in Yelm, Washington. Nancy grew up during the fishing wars that took place on both the Nisqually and Puyallup Rivers. Her mother Janet McCloud and her uncle, Billy Frank Jr., were very active advocates during the battle over salmon. She remembers vividly the violence, racism and injustices that she and her people suffered as they fought for what was rightfully theirs. By revisiting the circumstances and propositions set forth in the Medicine Creek Treaty of 1854, a better understanding of what the Puyallup and Nisqually tribes have been fighting for comes into focus. While the Boldt Decision of 1974 was a turning point for Northwest Tribes, concerns such as climate change, overpopulation, and proposals such as the LNG plant in Tacoma continue to put the salmon runs at risk.",xyz,United States -- Washington (State); United States -- Washington (State) -- Tacoma; United States -- Washington (State) -- Yelm,,,University of Washington Tacoma Community History Project,chp2017-06,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp647,647,"Philip H. Red Eagle, portrait",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-07_portrait,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp648,648,"Jordan Woolston, essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-07_essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp649,649,"Philip H. Red Eagle, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-07_transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp650,650,"Philip H. Red Eagle, interview 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-07_interview_1,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp651,651,"Philip H. Red Eagle, interview 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-07_interview_2,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp652,652,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2017-07_bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp653,653,Philip H. Red Eagle,"Red Eagle, Philip H.","Woolston, Jordan",2017,"Philip H. Red Eagle was born in 1945 in Tacoma, Washington. His mother, Marian Steilacoom, of Salish decent, was born near Port Angeles, Washington. Philip's father, Philip Red Eagle, a member of the Dakota Tribe, was born near the Missouri River on the Fort Peck Indian Reservation in Montana. Phillip spent the first fourteen years of his life in Tacoma, attending Stanley and McCarver schools before moving to Sitka, Alaska with his family in 1959. Philip joined the Navy shortly after graduating from high school, serving in Vietnam for five years from 1969-1973. After Vietnam, Philip returned to Washington and began undergraduate studies at the University of Washington where he earned two bachelor's degrees. The return to civilian life after the war affected Philip and he struggled with PTSD and related issues like depression and insomnia. Philip found that art, writing, and taking part in the revival of his culture helped him confront his PTSD and over the last 30 years Philip has contributed greatly to the revival and expansion of Indigenous culture in the Pacific Northwest.",xyz,United States -- Washington (State) -- Tacoma; United States -- Montana (State); United States -- Alaska (State) -- Sitka; United States -- Washington -- Seattle,,,University of Washington Tacoma Community History Project,chp2017-07,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp654,654,"Bruce Arneklev, portrait",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-05_portrait,image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp655,655,"Alyssa Urish, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-05_essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp656,656,"Bruce Arneklev, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-05_transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp657,657,"Bruce Arneklev, interview 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-05_interview_1,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp658,658,"Bruce Arneklev, interview 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2017-05_interview_2,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp659,659,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2017-05_bibliography,text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp660,660,Perspectives on Tacoma School Desegregation: From Family Values to Program Evaluation,"Arneklev, Bruce","Urish, Alyssa",2017,"Born in rural, eastern Montana, Bruce Arneklev, 79, can be seen as an unlikely match to have led the Tacoma School District's desegregation program evaluation in the 1970s. Arneklev earned his bachelor's and master's degrees at the University of Oregon and his Educational Doctorate in educational psychology at Utah State University before moving out with his family of five for an evaluation role with the Tacoma School District. Arneklev was hired to evaluate the district's Emergency School Aid Act for its first four years, 1973-1977. ESAA was a federal program that funded school desegregation efforts. Tacoma began voluntarily desegregating its schools in 1966 with a limited school choice enrollment for its segregated central-area schools and expanding to district-wide enrollment policies to reduce effects of de facto segregation over the next three years. Arneklev worked for an additional twelve years in the district's evaluation department before working as a school psychologist for ten years, retiring in 2000. He lives in the North End of Tacoma with his wife, Dixie, dog, Charlie and has several children and grandchildren in the Tacoma area.",xyz,United States -- Washington (State) -- Tacoma;,,,University of Washington Tacoma Community History Project,chp2017-05,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp661,661,Research Essay,,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01essay,,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp662,662,"Crystal Inge, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01portrait1,,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp663,663,"Crystal Inge, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01interview1,,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp664,664,"Crystal Inge, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01transcript1,,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp665,665,"Miyoko Kanda, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01portrait2,,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp666,666,"Miyoko Kanda, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01interview2,,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp667,667,"Miyoko Kanda, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01transcript2,,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp668,668,"Donna Sasaki, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01portrait2,,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp669,669,"Donna Sasaki, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01interview2,,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp670,670,"Donna Sasaki, transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp 2019-01transcript2,,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp671,671,Engaging Tacoma Buddhism: Acculturation at the Tacoma Buddhism Temple,"Inge, Crystal; Kanda, Mikyoko; Sasaki, Donna","Peterson, Connor; Finch, Yina; Packer, Megan",2019,"In April of 2019, a Pacific Lutheran University Religion 393 class set out to interview members of the Tacoma Buddhist Temple with the purpose to study the acculturation of religion and the ways that the role of religion in the Tacoma community has changed overtime. The class was broken down into three groups of 3-4 students each in order to interview Miyoko Kanda, Donna Sasaki and Crystal Inge, who are all members of the Tacoma Buddhist Temple. Each person was interviewed in order to glean more information about the time period they were most active in and specific questions regarding temple culture. This project was initiated with the intent to preserve the different perspectives of the members mentioned above through oral history as an ongoing project to collect and archive oral histories of relevant members of Tacoma from its foundation to present day.",xyz,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp 2019-01,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp680,680,Farming in the Time of Pandemic delete,"Jensen, Kevin; Petricola, Ann; Baranick, Joel","White, Nora",2020,"This project is based off of oral interviews, recorded and transcribed, with Thurston County farmers: Ann Petricola and Joel Baranick of Ellis Creek Farm and Kevin Jensen of Riverbend Ranch. The research essay explores the immediate trends seen in small farms during the first four months of the COVID-19 pandemic in Spring 2020. In a time of great uncertainty and fear, small farms across the US suddenly saw a spike in interest for direct to consumer sales while also facing processing bottlenecks and financial uncertainty. The experiences of Ellis Creek Farm and Riverbend Ranch paint a picture of small farms as safe, flexible, and community oriented sources of food and highlight some of the specific challenges they have faced during this time.","Farms, Small;Local Foods; Food Secuirty; Covid-19 (Disease), Oral History",United States—Washington (State)—Pierce County,,,University of Washington Tacoma Community History Project,chp2020-01,,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp681,681,"Joel Baranick and Ann Petricola, Audio",,,,,,,,,University of Washington Tacoma Community History Project,,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp682,682,"Kevin Jensen, Audio",,,,,,,,,University of Washington Tacoma Community History Project,,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp683,683,"Joel Baranick and Ann Petricola, Transcript",,,,,,,,,University of Washington Tacoma Community History Project,,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
